-1.1570249	-0.08288113	-0.21635242	-0.04503294	0.09984706	-0.006364038	-0.18086417	0.0996998	0.11596911	-0.101726495	0.015348526	-0.23423602	-0.3153859	0.016714493	0.06663806	0.34201184
-1.7901336	-0.507446	-0.57958984	-0.07738934	0.08938586	0.13268985	0.01705138	0.13935156	0.42303136	-0.062278535	0.10775176	-0.13787906	-0.569979	-0.28494164	0.3798056	0.47337312
-1.8897605	0.29925832	-0.17121592	-0.19142763	0.16660921	-0.20732558	-0.028708167	0.36210436	-0.33961737	0.22484763	0.08772984	-0.45969176	0.009225594	0.16735017	-0.23347689	-0.42880204
-1.5646367	0.18801774	-0.2584377	-0.44758165	0.8626525	-0.222816	-0.7601567	0.67740476	-0.4689931	0.27237406	0.209585	-1.0223675	0.009120562	0.16329837	-0.25185594	-0.23977233
0.020656971	0.5469225	1.060666	-0.39091903	0.17752734	-0.550035	-0.45069668	0.37186152	-0.24349202	-1.0212017	-0.5101952	-0.17845435	1.1222239	1.0119655	-0.35994026	-0.4890383
1.3995804	-0.8925123	-0.5669252	1.3074951	-0.34081614	1.3686182	0.5890108	-1.0886147	1.7386937	-1.4135126	-0.56435406	-0.23873037	-1.0158015	-0.9414599	1.9449178	1.9476974
-0.6132526	-0.005118699	0.10201275	-0.29949927	-0.10176906	-0.13845542	0.25989038	-0.08393334	-0.12930447	-0.07733934	0.085925646	-0.024983209	0.29221347	-0.070629075	0.45971513	-0.024663499
-0.83155644	0.09734938	-0.26438355	0.0384584	0.2597984	0.36012724	0.011239669	0.11184662	0.24644773	-0.32814294	-0.08364803	-0.7994768	-0.27657172	-0.10211194	0.7374055	0.27372378
-0.11633517	-0.56157064	-0.54464483	0.83505064	-0.055052664	0.7391245	0.6229927	-0.53601074	0.8643649	-0.9799099	-0.23150209	-0.06808758	-0.61523557	-0.567508	0.85711396	0.95853513
-0.27392322	0.4464571	0.870163	-0.3781871	0.2734257	-0.74811304	-0.6010421	0.5035402	-0.32444817	-1.2107683	-0.64892554	-0.63997406	0.9589181	1.3776776	-0.59358335	-0.5487981
-1.5847875	-0.4836719	-0.55941194	-0.022264892	0.088549316	0.06311649	-0.18826796	0.01391488	0.47158995	-0.43529323	0.16703658	-0.32623598	-0.53386337	-0.055209406	-0.013507427	0.67926615
-2.2703078	-0.2495495	-0.2374426	-0.22769076	-0.117539264	-0.7299796	-0.58124596	0.3639981	-0.15145819	0.040374596	-0.24946536	-0.017802661	0.115738906	0.09598203	-0.3426673	0.11825554
